bhk,propertytype,location,sqft,pricepersqft,totalprice
3,Flat,Jaipur,2423,4790,15500000
3,Flat,Jaipur,1200,3837,5300000
2,Flat,Jaipur,690,2083,3729999
2,Flat,Jaipur,1490,6136,6400000
2,Flat,Jaipur,1190,5000,5700000
2,Flat,Jaipur,450,3667,2170000
3,Flat,Jaipur,834,3811,3200000
2,Flat,Jaipur,980,5349,7000000
2,Flat,Jaipur,1200,3467,2500000
3,Flat,Jaipur,1800,4462,8000000
2,Flat,Jaipur,720,3710,4500000
3,Flat,Jaipur,1350,4107,5500000
2,Flat,Jaipur,646,3500,3350000
3,Flat,Jaipur,2100,4928,11500000
2,Flat,Jaipur,1257,4412,5200000
3,Flat,Jaipur,1300,3147,5800000
3,Flat,Jaipur,1254,3571,5900000
3,Flat,Jaipur,1047,3444,4300000
3,Flat,Jaipur,900,5025,3500000
3,Flat,Jaipur,1150,18849,6800000
3,Flat,Jaipur,1200,7636,7500000
3,Flat,Jaipur,1430,3807,4500000
3,Flat,Jaipur,1100,5682,5000000
3,Flat,Jaipur,1413,4702,7100000
2,Flat,Jaipur,621,6860,3500000
3,Flat,Jaipur,1000,8744,3200000
2,Flat,Jaipur,750,2683,4500000
3,Flat,Jaipur,1782,3862,9500000
3,Flat,Jaipur,1968,9870,13500000
2,Flat,Jaipur,740,6731,1700000
3,Flat,Jaipur,1887,2952,16500000
3,Flat,Jaipur,2050,4733,5500000
3,Flat,Jaipur,1300,4931,5600000
3,Flat,Jaipur,1610,4600,15800000
3,Flat,Jaipur,1857,10185,12500000
3,Flat,Jaipur,1800,6633,17000000
3,Flat,Jaipur,3126,14000,25600000
3,Flat,Jaipur,1322,4766,5400000
2,Flat,Jaipur,1431,2780,9490000
2,Flat,Jaipur,673,4253,3820000
3,Flat,Jaipur,1196,4455,5700000
2,Flat,Jaipur,800,3583,3500000
3,Flat,Jaipur,1250,5095,7500000
2,Flat,Jalandhar,1050,4762,5000000
3,Flat,Jalandhar,1300,2053,5600000
2,Flat,Jalandhar,800,2849,2200000
3,Flat,Jalandhar,1666,3095,4200000
3,Flat,Jalandhar,2100,2872,6500000
3,Flat,Jalandhar,1880,2667,5400000
2,Flat,Jalandhar,1000,1493,3600000
2,Flat,Jalandhar,880,2000000,4900000
3,Flat,Jalandhar,2100,4545,6500000
3,Flat,Jalandhar,1275,5000,2800000
2,Flat,Jalandhar,900,4000,5100000
3,Flat,Jalandhar,1435,3514,8400000
3,Flat,Jalandhar,1200,3673,4000000
2,Flat,Jalandhar,1110,15385,4100000
2,Flat,Jalandhar,820,2759,4250000
3,Flat,Jalandhar,1900,3111,5000000
3,Flat,Jalandhar,900,2675,2800000
2,Flat,Jalandhar,750,4066,1500000
3,Flat,Jalandhar,1450,8266,3800000
2,Flat,Jalandhar,760,2823,4000000
2,Flat,Jalandhar,1000,1905,3600000
3,Flat,Jalandhar,1240,2727,3500000
3,Flat,Jalandhar,1600,2057,4000000
2,Flat,Jalandhar,470,4583,2000000
2,Flat,Jalandhar,800,3333,2000000
3,Flat,Jalandhar,950,6303,3600000
2,Flat,Jalandhar,975,1875,2300000
2,Flat,Jalandhar,950,3400,2510000
3,Flat,Jalandhar,1796,2250,5500000
3,Flat,Jalandhar,1600,2444,3000000
3,Flat,Jalandhar,1800,2204,3200000
3,Flat,Jalandhar,1750,3084,4000000
3,Flat,Jalandhar,1800,2222,3200000
2,Flat,Jalandhar,1308,3818,3300000
3,Flat,Jalandhar,1800,3000,4000000
3,Flat,Jalandhar,1700,3667,5000000
2,Flat,Jalandhar,550,2521,2100000
2,Flat,Jalandhar,600,7679,1800000
3,Flat,Jamshedpur,1691,5500,9300000
3,Flat,Jamshedpur,1726,5000,8630000
3,Flat,Jamshedpur,2530,5000,12600000
3,Flat,Jamshedpur,1325,4200,5570000
2,Flat,Jamshedpur,950,3400,3229999
2,Flat,Jamshedpur,780,5290,6300000
3,Flat,Jamshedpur,1350,3561,6000000
2,Flat,Jamshedpur,1151,3800,4370000
3,Flat,Jamshedpur,1250,5833,7000000
3,Flat,Jamshedpur,1050,4762,5000000
3,Flat,Jamshedpur,1020,5562,2800000
3,Flat,Jamshedpur,1000,3000,7000000
3,Flat,Jamshedpur,1550,3549,8900000
2,Flat,Jamshedpur,1045,6762,3140000
3,Flat,Jamshedpur,1365,4228,5200000
2,Flat,Jamshedpur,831,8898,3800000
2,Flat,Jamshedpur,875,5500,4200000
2,Flat,Jamshedpur,999,11438,7100000
3,Flat,Jamshedpur,1360,4000,5750000
2,Flat,Jamshedpur,1000,11183,5500000
2,Flat,Jamshedpur,770,4335,3760000
3,Flat,Jamshedpur,1585,5385,7000000
3,Flat,Jamshedpur,1230,5415,4800000
3,Flat,Jamshedpur,1315,8995,5700000
3,Flat,Jamshedpur,1300,4274,7000000
2,Flat,Jamshedpur,602,4510,4500000
3,Flat,Jamshedpur,903,4950,3860000
3,Flat,Jamshedpur,996,3143,6750000
3,Flat,Jamshedpur,1568,2857,6120000
2,Flat,Jamshedpur,980,3723,4120000
3,Flat,Jamshedpur,1420,3850,7030000
2,Flat,Jamshedpur,1050,5046,3300000
2,Flat,Jamshedpur,1050,3810,4800000
2,Flat,Jamshedpur,1050,2857,3000000
2,Flat,Jamshedpur,785,5500,3500000
2,Flat,Jamshedpur,1117,10504,4300000
3,Flat,Jamshedpur,1090,5726,5500000
2,Flat,Jamshedpur,1050,5615,4000000
2,Flat,Jamshedpur,900,3273,3000000
3,Flat,Jamshedpur,1150,5447,8250000
2,Flat,Jamshedpur,1200,4762,4500000
2,Flat,Jamshedpur,970,3565,6700000
3,Flat,Jamshedpur,1290,3867,7300000
2,Flat,Jamshedpur,1050,3953,3600000
3,Flat,Jamshedpur,1000,5652,7000000
2,Flat,Jamshedpur,990,2299,5000000
2,Flat,Jamshedpur,1200,5000,3500000
2,Flat,Jamshedpur,950,3428,4100000
2,Flat,Jamshedpur,830,8333,2900000
3,Flat,Jamshedpur,1265,2298,5000000
3,Flat,Jamshedpur,1150,4964,6500000
3,Flat,Jamshedpur,1340,3724,3080000
3,Flat,Jamshedpur,1100,2299,5500000
3,Flat,Jamshedpur,1450,2792,4970000
2,Flat,Jamshedpur,900,4903,2700000
3,Flat,Jamshedpur,1740,6250,14500000
3,Flat,Jamshedpur,970,4727,2620000
2,Flat,Jamshedpur,826,2885,4100000
2,Flat,Jamshedpur,925,2973,3450000
2,Flat,Jamshedpur,900,3125,2460000
3,Flat,Jamshedpur,1200,3600,3350000
3,Flat,Jamshedpur,1350,4272,7600000
2,Flat,Jamshedpur,1050,3256,7800000
2,Flat,Jamshedpur,750,4400,2250000
2,Flat,Jamshedpur,1009,4000,3000000
2,Flat,Jamshedpur,800,6324,2500000
3,Flat,Jamshedpur,1250,5556,4500000
2,Flat,Jamshedpur,1030,3529,4400000
3,Flat,Jamshedpur,1050,4074,4500000
3,Flat,Jamshedpur,900,3056,3500000
3,Flat,Jamshedpur,1050,3571,5500000
3,Flat,Jamshedpur,1050,6667,5200000
3,Flat,Jamshedpur,1138,4609,8000000
3,Flat,Jamshedpur,980,3869,6500000
2,Flat,Jamshedpur,900,4000,5000000
3,Flat,Jamshedpur,1000,3409,4500000
3,Flat,Jamshedpur,1180,5000,5500000
2,Flat,Jamshedpur,780,4344,3500000
3,Flat,Jamshedpur,1550,3957,13000000
3,Flat,Jamshedpur,1150,3723,5300000
3,Flat,Jamshedpur,1680,5172,6500000
2,Flat,Jamshedpur,880,4183,3000000
2,Flat,Jamshedpur,800,2296,3000000
3,Flat,Jamshedpur,1220,3659,5300000
3,Flat,Jamshedpur,1740,2300,5500000
2,Flat,Jamshedpur,1250,2067,5100000
2,Flat,Jamshedpur,852,2297,3500000
3,Flat,Jamshedpur,1600,2545,11500000
3,Flat,Jamshedpur,1315,5556,5500000
2,Flat,Jamshedpur,700,8824,2500000
3,Flat,Jamshedpur,805,4315,2640000
3,Flat,Jamshedpur,1230,4321,4500000
3,Flat,Jamshedpur,2000,2478,4600000
2,Flat,Jamshedpur,1045,3370,2400000
2,Flat,Jamshedpur,980,4070,2250000
2,Flat,Jamshedpur,790,4200,3500000
2,Flat,Jamshedpur,1130,4857,2800000
2,Flat,Jamshedpur,860,4123,3500000
2,Flat,Jamshedpur,900,4299,2500000
3,Flat,Jamshedpur,1450,3585,4000000
3,Flat,Jamshedpur,1300,3200,3850000
3,Flat,Jamshedpur,1341,3458,3200000
3,Flat,Jamshedpur,1198,4250,5030000
2,Flat,Jamshedpur,925,3692,2600000
2,Flat,Jamshedpur,750,8180,2500000
3,Flat,Jamshedpur,1000,4673,4300000
3,Flat,Jamshedpur,1334,2985,5500000
2,Flat,Jamshedpur,977,3295,4200000
2,Flat,Jamshedpur,1060,3485,3800000
3,Flat,Jamshedpur,1050,3098,4000000
3,Flat,Jamshedpur,1315,2778,5000000
3,Flat,Jamshedpur,1070,2963,3700000
3,Flat,Jamshedpur,1200,4000,5100000
3,Flat,Jamshedpur,975,3226,3600000
3,Flat,Jamshedpur,1467,3679,12000000
2,Flat,Jamshedpur,1070,4630,5000000
3,Flat,Jamshedpur,1340,3663,4000000
2,Flat,Jamshedpur,880,3988,2900000
3,Flat,Jamshedpur,1320,3500,4600000
2,Flat,Jamshedpur,750,3409,2500000
3,Flat,Jamshedpur,1920,2971,11000000
2,Flat,Jamshedpur,880,2865,3000000
3,Flat,Jamshedpur,1240,3059,4000000
3,Flat,Jamshedpur,1495,4498,5500000
3,Flat,Jamshedpur,1728,3374,8000000
3,Flat,Jamshedpur,1365,5134,5000000
2,Flat,Jamshedpur,1028,3396,4100000
2,Flat,Jamshedpur,950,5500,3329999
3,Flat,Jamshedpur,1240,6429,3600000
2,Flat,Jamshedpur,880,5000,3000000
3,Flat,Jamshedpur,1240,3704,3600000
2,Flat,Jamshedpur,875,3529,2600000
2,Flat,Jamshedpur,851,4673,3000000
2,Flat,Jamshedpur,1047,3236,3000000
2,Flat,Jamshedpur,750,2880,2600000
3,Flat,Jamshedpur,1305,7031,6500000
2,Flat,Jamshedpur,652,4020,2200000
2,Flat,Jamshedpur,935,2700,4800000
3,Flat,Jamshedpur,1325,4167,4500000
2,Flat,Jamshedpur,960,3111,6220000
3,Flat,Jamshedpur,1400,3964,9000000
2,Flat,Jamshedpur,810,4115,3000000
2,Flat,Jamshedpur,850,2963,3000000
2,Flat,Jamshedpur,1070,3216,5000000
2,Flat,Jamshedpur,927,3850,3000000
3,Flat,Jamshedpur,1250,2292,3600000
3,Flat,Jamshedpur,1090,3774,9000000
2,Flat,Jamshedpur,595,3014,4000000
2,Flat,Jamshedpur,1000,4769,2700000
3,Flat,Jamshedpur,1200,2516,5000000
2,Flat,Jamshedpur,750,2999,2800000
2,Flat,Jamshedpur,1009,5390,4000000
3,Flat,Jamshedpur,1500,5519,8000000
2,Flat,Jamshedpur,1400,4152,5500000
3,Flat,Jamshedpur,1458,3333,6000000
3,Flat,Jamshedpur,1280,4293,4000000
2,Flat,Jamshedpur,995,2551,3200000
3,Flat,Jamshedpur,1182,3505,5600000
3,Flat,Jamshedpur,1870,3500,7200000
2,Flat,Jamshedpur,940,6098,3600000
3,Flat,Jamshedpur,1378,4476,5200000
3,Flat,Jamshedpur,1285,5704,8500000
2,Flat,Jamshedpur,650,3000,2200000
3,Flat,Jamshedpur,1300,3833,6200000
3,Flat,Jamshedpur,1182,4167,3550000
3,Flat,Jamshedpur,1360,3455,4079999
2,Flat,Jamshedpur,1080,3419,5960000
3,Flat,Jamshedpur,1300,6043,6000000
3,Flat,Jamshedpur,1400,3275,4500000
2,Flat,Jamshedpur,1025,5415,4400000
2,Flat,Jamshedpur,807,4583,3400000
2,Flat,Jamshedpur,1000,5500,3500000
3,Flat,Jamshedpur,1471,4046,8500000
3,Flat,Jamshedpur,1330,3250,5550000
3,Flat,Jamshedpur,1230,3438,7500000
2,Flat,Jamshedpur,1050,5000,4700000
3,Flat,Jamshedpur,1220,5021,7900000
3,Flat,Jamshedpur,800,3368,3000000
2,Flat,Jamshedpur,600,2703,2300000
3,Flat,Jamshedpur,1200,3455,5000000
3,Flat,Jamshedpur,1200,2802,11000000
2,Flat,Jamshedpur,760,4923,3800000
2,Flat,Jamshedpur,1000,279,3500000
3,Flat,Jamshedpur,1170,3394,4000000
2,Flat,Jamshedpur,1026,2632,6200000
2,Flat,Jamshedpur,700,3830,3000000
2,Flat,Jamshedpur,831,2100,4500000
2,Flat,Jamshedpur,950,4524,4500000
3,Flat,Jamshedpur,960,3665,5500000
3,Flat,Jamshedpur,1200,3206,6600000
2,Flat,Jamshedpur,865,3822,3500000
2,Flat,Jamshedpur,796,4891,2600000
3,Flat,Jamshedpur,1600,4250,5500000
3,Flat,Jamshedpur,1200,6200,6000000
3,Flat,Jamshedpur,1300,3689,4500000
3,Flat,Jamshedpur,1700,2875,9500000
2,Flat,Jamshedpur,950,4375,3200000
2,Flat,Jamshedpur,750,4921,2600000
2,Flat,Jamshedpur,950,3629,3800000
3,Flat,Jamshedpur,1285,4364,3600000
3,Flat,Jamshedpur,1300,2837,6400000
2,Flat,Jamshedpur,800,5714,3500000
3,Flat,Jamshedpur,1385,5280,4700000
2,Flat,Jamshedpur,940,4194,3600000
2,Flat,Jamshedpur,1100,4167,4000000
2,Flat,Jamshedpur,1050,4000,4750000
2,Flat,Jamshedpur,955,112500,3500000
3,Flat,Jamshedpur,1310,3333,4200000
3,Flat,Jamshedpur,1570,5000,6000000
2,Flat,Jamshedpur,800,8403,4500000
3,Flat,Jamshedpur,1200,3878,5100000
2,Flat,Jamshedpur,1000,2714,6200000
3,Flat,Jamshedpur,1220,2815,4500000
2,Flat,Jamshedpur,800,5000,2300000
3,Flat,Jamshedpur,865,3034,4200000
3,Flat,Jamshedpur,1260,4149,6200000
3,Flat,Jamshedpur,950,6024,4500000
2,Flat,Jamshedpur,950,3182,4800000
2,Flat,Jamshedpur,700,4324,4000000
2,Flat,Jamshedpur,820,4672,3400000
3,Flat,Jamshedpur,1540,3571,11000000
3,Flat,Jamshedpur,1250,6458,6600000
3,Flat,Jamshedpur,1100,3200,6500000
2,Flat,Jamshedpur,830,3056,3900000
3,Flat,Jamshedpur,1200,4673,5000000
2,Flat,Jamshedpur,900,3043,3000000
2,Flat,Jamshedpur,925,2727,3700000
2,Flat,Jamshedpur,1025,4757,4200000
3,Flat,Jamshedpur,1050,5789,3500000
3,Flat,Jamshedpur,1165,5333,7000000
3,Flat,Jamshedpur,1250,2828,11000000
2,Flat,Jamshedpur,851,3111,3300000
2,Flat,Jamshedpur,700,4848,1900000
3,Flat,Jamshedpur,1250,5085,3800000
2,Flat,Jamshedpur,920,2273,5000000
2,Flat,Jamshedpur,890,4918,2700000
3,Flat,Jamshedpur,1181,4327,4900000
3,Flat,Jamshedpur,1677,4738,2870000
2,Flat,Jamshedpur,1677,7143,2100000
2,Flat,Jodhpur,847,3140,3800000
2,Flat,Jodhpur,1200,2667,3200000
2,Flat,Jodhpur,802,3470,3800000
3,Flat,Jodhpur,1750,6111,11000000
2,Flat,Jodhpur,1345,5204,7000000
2,Flat,Jodhpur,650,3467,2600000
2,Flat,Jodhpur,1305,3200,6600000
2,Flat,Jodhpur,1250,5538,4000000
3,Flat,Jodhpur,1338,6316,6300000
2,Flat,Jodhpur,1300,7500,7200000
3,Flat,Jodhpur,950,5278,6000000
2,Flat,Jodhpur,850,3422,4500000
2,Flat,Jodhpur,775,6316,2700000
2,Flat,Jodhpur,1350,8148,8300000
3,Flat,Jodhpur,950,3575,6000000
3,Flat,Jodhpur,1250,1608,5000000
2,Flat,Jodhpur,950,2972,5000000
2,Flat,Jodhpur,995,4440,6000000
3,Flat,Jodhpur,1464,5397,6500000
2,Flat,Jodhpur,750,3125,3200000
2,Flat,Jodhpur,450,7843,1800000
2,Flat,Jodhpur,750,4444,3400000
2,Flat,Jodhpur,900,3750,3200000
2,Flat,Jodhpur,1090,4390,4500000
3,Flat,Jodhpur,1800,4636,4000000
3,Flat,Jodhpur,1530,9375,4500000
2,Flat,Jodhpur,800,7292,3600000
2,Flat,Jodhpur,750,2400,3000000
2,Flat,Jodhpur,550,2394,1050000
2,Flat,Jodhpur,1125,3869,2700000
3,Flat,Jodhpur,1650,11667,6000000
2,Flat,Jodhpur,532,6531,1470000
2,Flat,Jodhpur,532,6000,1470000
3,Flat,Jodhpur,1400,4333,4500000
3,Flat,Jodhpur,980,3704,5200000
3,Flat,Jodhpur,1420,5000,6000000
2,Flat,Jodhpur,918,6400,4500000
3,Flat,Jodhpur,1350,5833,5000000
2,Flat,Jodhpur,1221,9455,5100000
3,Flat,Jodhpur,1320,6667,5100000
2,Flat,Jodhpur,1200,4444,7000000
2,Flat,Jodhpur,1750,2857,2300000
2,Flat,Jodhpur,832,3750,5000000
2,Flat,Jodhpur,500,4444,750000
3,Flat,Jodhpur,1325,5556,4500000
2,Flat,Jodhpur,1262,5700,4200000
2,Flat,Jodhpur,750,300,3000000
2,Flat,Jodhpur,1000,10494,3200000
3,Flat,Jodhpur,1100,3500,7500000
3,Flat,Jodhpur,1747,6667,8500000
2,Flat,Jodhpur,1291,6500,4500000
3,Flat,Jodhpur,855,2143,5700000
2,Flat,Jodhpur,1130,1714,3800000
2,Flat,Jodhpur,500,2143,2200000
2,Flat,Jodhpur,900,3936,6000000
2,Flat,Jodhpur,700,5325,1500000
2,Flat,Jodhpur,875,4462,1500000
2,Flat,Jodhpur,700,8148,1500000
2,Flat,Jodhpur,875,4348,1500000
3,Flat,Jodhpur,1250,3444,4920000
2,Flat,Jodhpur,1800,3488,6653502
3,Flat,Kanpur,1770,5932,10500000
3,Flat,Kanpur,2077,6307,13100000
3,Flat,Kanpur,1350,3800,5700000
3,Flat,Kanpur,1450,3636,6000000
3,Flat,Kanpur,1585,5047,8000000
3,Flat,Kanpur,1350,4815,6500000
2,Flat,Kanpur,700,6667,5000000
3,Flat,Kanpur,2000,6250,7500000
4,Flat,Kanpur,1875,5000,12500000
3,Flat,Kanpur,1953,7066,13799999
3,Flat,Kanpur,1500,5091,8400000
3,Flat,Kanpur,1350,5037,6800000
3,Flat,Kanpur,1350,4857,6800000
4,Flat,Kanpur,2250,11111,21000000
4,Flat,Kanpur,2200,4000,13000000
3,Flat,Kanpur,1250,5488,5000000
3,Flat,Kanpur,1350,4762,6400000
2,Flat,Kanpur,800,12184,4500000
2,Flat,Kanpur,975,5263,5000000
3,Flat,Kanpur,1425,8667,7500000
3,Flat,Kanpur,1500,4912,13000000
3,Flat,Kanpur,1630,11786,8100000
3,Flat,Kanpur,1649,12387,8100000
2,Flat,Kanpur,1200,10144,10500000
3,Flat,Kanpur,1400,14363,6200000
2,Flat,Kanpur,1080,20000,4500000
2,Flat,Kanpur,1100,10800,4800000
4,Flat,Kanpur,1800,4750,16000000
3,Flat,Kanpur,5900,5076,40000000
3,Flat,Kanpur,1626,4333,12500000
2,Flat,Kanpur,985,1852,5000000
3,Flat,Kanpur,1725,9242,12200000
3,Flat,Kanpur,1100,3125,7500000
3,Flat,Kanpur,1273,4167,6500000
6,Flat,Kanpur,3100,5833,30500000
4,Flat,Kanpur,3200,6892,10000000
3,Flat,Kanpur,1475,18000,6500000
3,Flat,Kanpur,1315,5336,7500000
3,Flat,Kanpur,1250,11545,6800000
2,Flat,Kanpur,765,4273,4800000
2,Flat,Kanpur,811,421,4500000
2,Flat,Kanpur,1087,4960,5800000
4,Flat,Kanpur,3000,3939,17500000
3,Flat,Kanpur,1490,4464,7200000
2,Flat,Kanpur,950,13932,6200000
3,Flat,Kanpur,1400,2727,6500000
4,Flat,Kanpur,2600,8108,12500000
3,Flat,Kanpur,1550,4857,12500000
3,Flat,Kanpur,1850,6509,15000000
3,Flat,Kanpur,1400,5000,6800000
4,Flat,Kanpur,2200,5185,8500000
3,Flat,Kanpur,1690,6667,11000000
3,Flat,Kanpur,1800,11111,9000000
3,Flat,Kanpur,1350,8000,7000000
2,Flat,Kanpur,700,4179,3500000
3,Flat,Kanpur,1050,5503,4900000
3,Flat,Kanpur,1100,2000,3340000
2,Flat,Kanpur,800,5926,1900000
2,Flat,Kanpur,750,5517,3600000
2,Flat,Kanpur,1050,5185,3500000
2,Flat,Kanpur,650,8000,2400000
2,Flat,Kanpur,770,5440,6500000
2,Flat,Kanpur,1000,13333,3000000
4,Flat,Kanpur,2300,5556,16000000
3,Flat,Kanpur,1450,8667,8000000
3,Flat,Kanpur,1200,5045,7000000
3,Flat,Kanpur,1100,3119,9000000
2,Flat,Kanpur,1250,5778,6800000
2,Flat,Kanpur,1100,14003,6200000
2,Flat,Kanpur,1043,3529,5740000
2,Flat,Kanpur,400,5818,2600000
2,Flat,Kanpur,950,7368,5600000
3,Flat,Kanpur,1600,17273,5700000
2,Flat,Kanpur,800,5500,3800000
2,Flat,Kanpur,850,4167,3000000
3,Flat,Kanpur,1500,4480,7000000
2,Flat,Kanpur,550,13307,3200000
2,Flat,Kanpur,2360,3687,2500000
4,Flat,Kanpur,1900,11752,14000000
3,Flat,Kanpur,1400,3036,7700000
2,Flat,Kanpur,1350,11594,6100000
3,Flat,Kanpur,1250,4000,7000000
1,Flat,Kanpur,625,3372,2800000
1,Flat,Kanpur,490,5862,1400000
2,Flat,Kanpur,800,96000,4800000
1,Flat,Kanpur,800,4103,2550000
4,Flat,Kanpur,1500,11111,7500000
1,Flat,Kanpur,500,5000,2000000
3,Flat,Kanpur,1450,5000,8500000
2,Flat,Kanpur,1170,3769,4800000
3,Flat,Kanpur,1585,3333,5300000
3,Flat,Kanpur,1585,3401,8500000
3,Flat,Kanpur,1650,8333,12000000
3,Flat,Kanpur,1480,4667,12000000
3,Flat,Kanpur,1600,2818,10000000
2,Flat,Kanpur,900,6111,4500000
3,Flat,Kanpur,1100,7812,5400000
2,Flat,Kanpur,1000,11905,4200000
3,Flat,Kanpur,1200,19771,4900000
3,Flat,Kanpur,1370,3929,4400000
2,Flat,Kanpur,1000,2889,8000000
3,Flat,Kanpur,1300,1667,7400000
3,Flat,Kanpur,1323,6774,4500000
2,Flat,Kanpur,900,7037,4200000
2,Flat,Kanpur,850,15000,3100000
3,Flat,Kanpur,1200,3927,6300000
3,Flat,Kanpur,1430,4184,5500000
2,Flat,Kanpur,1000,3086,5500000
2,Flat,Kanpur,1000,3500,4800000
3,Flat,Kanpur,1000,9143,5500000
3,Flat,Kanpur,1250,10000,5500000
1,Flat,Kanpur,450,82305,1300000
2,Flat,Kanpur,600,15180,1000000
3,Flat,Kanpur,1350,11364,9500000
3,Flat,Kanpur,1500,6250,8250000
2,Flat,Kanpur,1195,169,5500000
2,Flat,Kanpur,1195,6616,5000000
2,Flat,Kanpur,850,6250,3200000
1,Flat,Kanpur,550,4364,3500000
2,Flat,Kanpur,1043,4091,6900000
3,Flat,Kanpur,1100,4290,10000000
3,Flat,Kanpur,1800,5862,11000000
4,Flat,Kanpur,1200,1894,6500000
2,Flat,Kanpur,1070,6182,6000000
3,Flat,Kanpur,1400,3438,7100000
3,Flat,Kanpur,1150,3250,5500000
3,Flat,Kanpur,1810,5278,13500000
5,Flat,Kanpur,3620,11157,27000000
3,Flat,Kanpur,1300,13333,9000000
3,Flat,Kanpur,1350,3039,5000000
3,Flat,Kanpur,1100,6554,4800000
3,Flat,Kanpur,1100,2250,4500000
3,Flat,Kanpur,1585,8333,6800000
3,Flat,Kanpur,1350,2667,7500000
2,Flat,Kanpur,980,2849,4250000
3,Flat,Kanpur,1100,8750,6800000
3,Flat,Kanpur,1500,3040,5150000
3,Flat,Kanpur,1024,13228,3520000
2,Flat,Kanpur,750,3034,2580000
2,Flat,Kanpur,600,41667,3000000
3,Flat,Kanpur,1500,3434,4560000
3,Flat,Kanpur,1800,4497,5470000
3,Flat,Kanpur,2360,4000,8200000
2,Flat,Karimnagar,1025,3512,3600000
3,Flat,Karimnagar,1600,5312,8500000
3,Flat,Karimnagar,1484,5728,8500000
3,Flat,Karimnagar,1484,5728,8500000
3,Flat,Karimnagar,1570,3842,6800000
3,Flat,Karimnagar,1538,4138,8500000
2,Flat,Karimnagar,900,3474,3300000
2,Flat,Karimnagar,1250,3840,4800000
2,Flat,Karimnagar,1150,3913,4500000
3,Flat,Karimnagar,1700,3176,5400000
3,Flat,Karimnagar,1600,1438,2300000
3,Flat,Kochi,1647,8500,14000000
3,Flat,Kochi,1225,9259,9000000
3,Flat,Kochi,1517,8692,6800000
2,Flat,Kochi,1070,10575,9300000
3,Flat,Kochi,2182,4143,9000000
2,Flat,Kochi,800,5815,4400000
2,Flat,Kochi,1220,5731,5900000
3,Flat,Kochi,1553,4118,8900000
3,Flat,Kochi,1780,5333,9500000
3,Flat,Kochi,1250,5230,7200000
3,Flat,Kochi,1690,13975,9500000
2,Flat,Kochi,956,5052,5000000
3,Flat,Kochi,1540,5983,7200000
2,Flat,Kochi,1049,4964,5300000
3,Flat,Kochi,1623,6254,6500000
3,Flat,Kochi,1150,5588,6900000
3,Flat,Kochi,1450,9787,8200000
3,Flat,Kochi,1035,5741,8000000
2,Flat,Kochi,1439,6272,9000000
3,Flat,Kochi,1700,6250,9500000
2,Flat,Kochi,871,9697,5000000
3,Flat,Kochi,1435,5318,9000000
3,Flat,Kochi,1500,3500,12000000
2,Flat,Kochi,10000,5837,65000000
2,Flat,Kochi,1200,5581,7000000
3,Flat,Kochi,1650,3183,16000000
3,Flat,Kochi,1354,4583,7200000
3,Flat,Kochi,1799,8345,10500000
3,Flat,Kochi,1250,7006,4300000
3,Flat,Kochi,900,8721,5500000
3,Flat,Kochi,1200,5333,5200000
3,Flat,Kochi,1900,5000,18500000
3,Flat,Kochi,700,6500,2300000
3,Flat,Kochi,1927,5092,13500000
3,Flat,Kochi,1892,9579,16500000
2,Flat,Kochi,779,5961,4800000
3,Flat,Kochi,1350,4148,7200000
2,Flat,Kochi,865,4000,6500000
3,Flat,Kochi,1203,5507,8500000
3,Flat,Kochi,1000,9141,5600000
3,Flat,Kochi,1680,8638,15000000
3,Flat,Kochi,1400,11522,5600000
2,Flat,Kochi,1200,5376,9800000
2,Flat,Kochi,1200,5246,7500000
3,Flat,Kochi,2188,5446,20000000
3,Flat,Kochi,3473,7471,30000000
3,Flat,Kochi,1750,4643,6250000
2,Flat,Kochi,1010,6333,5500000
3,Flat,Kochi,1566,5357,11700000
3,Flat,Kochi,1050,3570,8000000
3,Flat,Kochi,1400,3859,6500000
3,Flat,Kochi,1250,7013,4500000
2,Flat,Kochi,675,8810,2850000
3,Flat,Kochi,1500,4593,9500000
3,Flat,Kochi,1680,4971,9000000
2,Flat,Kochi,1210,7149,4320000
2,Flat,Kochi,1166,3333,4500000
3,Flat,Kochi,2310,5763,16200000
3,Flat,Kochi,2100,2900,18500000
3,Flat,Kochi,1300,4783,6200000
2,Flat,Kochi,1368,5333,6800000
2,Flat,Kochi,1119,6504,8000000
2,Flat,Kochi,1475,3600,8500000
2,Flat,Kochi,1275,4118,6800000
3,Flat,Kochi,700,5000,4500000
3,Flat,Kochi,1325,5909,6500000
3,Flat,Kochi,1125,6845,7000000
3,Flat,Kochi,1460,5325,5200000
3,Flat,Kochi,1550,6600,4500000
2,Flat,Kochi,1150,6667,7700000
2,Flat,Kochi,750,6745,4000000
3,Flat,Kochi,1750,3929,12000000
3,Flat,Kochi,1574,4413,9500000
3,Flat,Kochi,1420,6817,5070000
3,Flat,Kochi,1100,5934,4800000
3,Flat,Kochi,1300,5600,7500000
2,Flat,Kochi,1190,4952,9700000
2,Flat,Kochi,1049,8345,5000000
3,Flat,Kochi,1563,4922,9000000
3,Flat,Kochi,1553,5814,9100000
3,Flat,Kochi,2000,5427,8500000
3,Flat,Kochi,1448,5000,8000000
3,Flat,Kochi,1305,5429,4660000
3,Flat,Kochi,1438,2820,8500000
3,Flat,Kochi,1922,3873,12500000
3,Flat,Kochi,1290,5277,6500000
